$Data, $aa, $acap, $aexp, $b, $cplx, $docu, $etat, $flex, $kloc, $ltex, $pcap, $pcon, $plex, $pmat, $pr, $prec, $pvol, $rely, $resl, $ruse, $sced, $site, $stor, $team, $time, $tool, <effort, <months, <defects, <risks
3.108, 5.238, 4.171, 4.455, 8.483, 3.141, 1.139, 1.326, 4.043, 30.258, 1.682, 4.865, 3.959, 3.996, 2.759, 4.521, 4.083, 4.668, 2.408, 2.767, 5.891, 3.0, 3.308, 3.044, 2.665, 3.473, 2.0, 79.949, 13.862, 822.581, 1.072
2.665, 1.328, 3.357, 3.408, 8.439, 1.089, 3.519, 3.722, 4.753, 191.841, 1.135, 4.486, 4.032, 1.884, 2.763, 3.037, 2.444, 3.566, 2.956, 4.003, 3.781, 3.0, 5.265, 3.027, 4.791, 3.766, 2.0, 339.751, 20.795, 1871.397, 1.072
2.241, 4.142, 3.673, 3.562, 7.868, 2.405, 1.557, 2.13, 4.233, 215.74, 3.035, 3.678, 4.91, 2.913, 2.655, 1.34, 2.638, 4.887, 1.353, 4.955, 5.549, 3.0, 5.06, 3.682, 4.966, 3.605, 2.0, 244.315, 18.788, 3098.827, 1.072
4.996, 1.748, 4.33, 3.499, 3.317, 1.432, 2.593, 2.184, 4.192, 367.685, 1.576, 3.486, 1.405, 3.025, 2.762, 4.688, 2.691, 2.811, 1.616, 1.29, 4.358, 3.0, 1.313, 3.888, 2.302, 3.69, 2.0, 1632.004, 34.859, 63698.857, 2.681
2.207, 5.417, 3.049, 3.4, 8.148, 2.423, 1.206, 2.214, 3.182, 134.34, 3.63, 3.571, 3.834, 3.141, 2.196, 5.376, 1.757, 4.281, 2.004, 1.529, 3.044, 3.0, 2.254, 3.906, 2.08, 3.004, 2.0, 485.917, 25.285, 8681.886, 0.0
2.318, 2.199, 3.486, 3.995, 3.211, 2.059, 1.533, 4.293, 3.0, 140.569, 1.671, 3.37, 4.529, 2.45, 2.156, 3.535, 3.177, 4.263, 2.424, 1.817, 3.069, 3.0, 3.682, 3.97, 2.364, 3.773, 2.0, 275.897, 20.398, 5447.522, 0.268
2.157, 5.773, 3.913, 2.308, 9.535, 3.199, 2.762, 1.064, 1.726, 339.388, 1.366, 3.045, 1.189, 2.823, 2.578, 2.217, 3.964, 3.793, 2.844, 3.832, 2.253, 3.0, 5.426, 3.825, 3.408, 3.496, 2.0, 1059.927, 30.792, 7328.653, 0.268
4.296, 2.883, 4.7, 3.923, 7.225, 2.881, 1.207, 2.011, 1.388, 123.387, 2.198, 3.945, 3.973, 2.858, 2.31, 4.027, 2.488, 4.11, 3.985, 1.513, 2.239, 3.0, 5.925, 3.64, 4.161, 3.6, 2.0, 309.856, 22.007, 1972.509, 0.0
3.504, 2.312, 4.313, 3.551, 5.065, 2.833, 1.421, 4.479, 2.993, 187.101, 3.376, 3.903, 4.781, 3.616, 2.214, 4.852, 1.776, 3.135, 3.682, 3.831, 4.723, 3.0, 3.888, 3.008, 4.248, 3.769, 2.0, 346.169, 21.661, 2153.944, 0.0
3.218, 5.582, 3.15, 2.531, 4.559, 2.97, 2.976, 1.687, 3.389, 231.765, 2.616, 4.493, 4.76, 1.277, 2.202, 2.467, 4.238, 3.271, 2.685, 1.262, 3.547, 3.0, 3.908, 3.451, 2.061, 3.388, 2.0, 1007.938, 30.735, 9151.856, 0.536
2.245, 3.222, 3.361, 2.387, 9.627, 1.857, 2.727, 4.257, 2.35, 280.008, 2.358, 4.22, 2.175, 1.601, 2.194, 2.809, 3.074, 2.092, 3.398, 3.876, 5.797, 3.0, 1.141, 3.653, 1.905, 3.565, 2.0, 2177.934, 38.959, 17686.391, 1.609
2.529, 4.984, 4.817, 3.777, 4.261, 2.176, 2.046, 1.026, 3.137, 173.596, 1.705, 3.423, 4.128, 3.306, 2.103, 3.337, 1.04, 3.312, 3.985, 2.25, 5.212, 3.0, 1.081, 3.311, 4.907, 3.761, 2.0, 740.999, 27.5, 6685.923, 0.268
3.155, 3.333, 3.449, 4.96, 8.395, 1.43, 3.709, 3.332, 2.203, 84.632, 3.512, 4.176, 2.496, 1.922, 2.393, 5.101, 4.324, 4.434, 1.826, 4.902, 4.371, 3.0, 3.599, 3.331, 4.688, 3.093, 2.0, 231.836, 18.61, 533.831, 2.145
2.953, 1.286, 4.967, 3.911, 3.304, 2.976, 3.009, 1.312, 4.669, 85.429, 3.472, 3.95, 1.451, 1.363, 2.237, 1.103, 4.774, 4.24, 1.813, 2.885, 4.041, 3.0, 5.232, 3.29, 4.278, 3.551, 2.0, 205.786, 17.991, 2711.965, 1.609
3.13, 5.596, 4.49, 3.232, 3.791, 1.432, 2.363, 3.288, 4.591, 324.529, 2.703, 3.433, 3.098, 2.331, 2.728, 1.705, 2.928, 2.476, 2.387, 2.928, 5.917, 3.0, 5.346, 3.739, 2.517, 3.062, 2.0, 767.915, 27.192, 7161.494, 1.072
4.978, 1.827, 4.977, 3.517, 7.887, 1.004, 3.508, 4.155, 1.834, 290.42, 2.39, 3.674, 3.867, 3.615, 2.354, 1.162, 3.29, 2.857, 3.663, 4.909, 4.918, 3.0, 4.393, 3.723, 4.946, 3.955, 2.0, 546.825, 24.278, 1624.957, 0.536
4.597, 5.034, 3.748, 3.398, 5.241, 1.604, 1.649, 1.946, 1.874, 198.095, 1.942, 4.989, 4.443, 3.436, 2.411, 4.482, 3.438, 2.495, 1.508, 4.025, 4.079, 3.0, 4.504, 3.112, 4.618, 3.269, 2.0, 245.611, 19.399, 1529.627, 2.145
3.491, 5.218, 3.789, 3.318, 8.42, 2.256, 2.574, 1.219, 1.813, 87.247, 1.565, 4.547, 3.106, 2.492, 2.759, 1.203, 2.973, 4.315, 2.157, 3.371, 2.837, 3.0, 4.046, 3.624, 2.875, 3.691, 2.0, 450.12, 24.148, 3480.03, 0.536
4.016, 3.126, 4.256, 3.334, 7.72, 2.375, 1.891, 2.981, 4.45, 198.368, 3.285, 4.587, 3.962, 2.803, 2.039, 2.583, 3.144, 4.589, 3.401, 3.031, 5.206, 3.0, 1.556, 3.141, 4.853, 3.199, 2.0, 760.249, 27.08, 5571.33, 0.0
3.013, 5.028, 4.348, 2.435, 8.67, 1.173, 2.529, 4.486, 1.566, 91.441, 1.962, 3.622, 1.846, 1.241, 2.202, 3.4, 1.108, 2.982, 2.106, 3.001, 3.519, 3.0, 5.771, 3.873, 4.644, 3.345, 2.0, 295.674, 21.107, 1502.713, 1.34
2.907, 3.343, 3.329, 2.22, 6.646, 2.422, 2.17, 1.927, 3.602, 84.095, 2.473, 4.483, 1.157, 2.354, 2.061, 3.871, 1.734, 3.833, 3.517, 1.422, 5.618, 3.0, 4.782, 3.527, 1.182, 3.396, 2.0, 680.682, 28.273, 14418.751, 0.536
2.173, 5.995, 3.094, 2.354, 9.099, 1.188, 1.008, 2.009, 1.892, 209.117, 3.924, 4.659, 3.506, 1.992, 2.573, 5.025, 3.425, 3.007, 2.535, 1.378, 2.332, 3.0, 2.515, 3.513, 3.835, 3.186, 2.0, 409.02, 23.175, 4918.63, 1.072
4.596, 5.847, 3.218, 2.518, 5.52, 1.687, 4.992, 1.369, 4.47, 224.257, 2.202, 3.314, 1.803, 1.406, 2.12, 1.401, 4.589, 2.756, 2.407, 1.117, 5.621, 3.0, 1.65, 3.178, 3.617, 3.846, 2.0, 1907.713, 35.782, 14100.431, 0.0
2.47, 1.483, 4.104, 3.843, 4.719, 1.197, 2.826, 3.989, 2.203, 238.588, 3.07, 3.756, 4.758, 2.864, 2.245, 4.916, 4.593, 4.552, 3.958, 1.139, 2.352, 3.0, 2.566, 3.065, 1.135, 3.658, 2.0, 625.073, 27.616, 3466.84, 0.804
4.851, 5.051, 4.983, 4.244, 9.926, 3.293, 3.006, 3.058, 2.62, 363.772, 1.56, 3.457, 3.008, 1.675, 2.3, 2.753, 1.322, 4.418, 1.055, 1.963, 2.56, 3.0, 5.429, 3.531, 2.688, 3.763, 2.0, 653.538, 27.148, 16365.858, 1.877
2.939, 5.237, 4.843, 3.725, 6.587, 1.702, 1.777, 4.18, 4.408, 274.351, 3.27, 3.717, 1.313, 1.686, 2.139, 2.67, 1.713, 3.164, 3.975, 2.34, 5.32, 3.0, 5.775, 3.124, 1.692, 3.34, 2.0, 778.287, 28.837, 8527.527, 0.536
4.325, 1.259, 3.13, 2.503, 7.926, 2.778, 1.847, 2.669, 2.847, 266.107, 2.632, 4.144, 4.528, 1.776, 2.86, 5.717, 3.291, 4.367, 1.899, 1.774, 4.756, 3.0, 1.714, 3.204, 4.888, 3.646, 2.0, 883.006, 28.391, 14573.102, 1.609
2.024, 5.543, 3.633, 3.731, 7.53, 3.071, 2.819, 5.844, 4.488, 198.436, 2.286, 3.733, 1.087, 1.447, 2.086, 4.61, 1.337, 2.13, 1.732, 3.387, 2.853, 3.0, 4.231, 3.489, 2.794, 3.134, 2.0, 519.523, 24.65, 3834.296, 1.072
3.703, 5.2, 4.818, 3.216, 3.315, 1.447, 2.916, 2.809, 1.793, 86.083, 2.277, 3.854, 2.199, 3.787, 2.802, 5.579, 1.067, 3.407, 2.829, 2.149, 4.958, 3.0, 4.598, 3.486, 4.618, 3.064, 2.0, 271.412, 20.775, 1509.189, 1.072
3.746, 3.372, 3.808, 4.885, 7.478, 1.373, 2.266, 4.479, 1.619, 15.538, 3.156, 3.304, 1.254, 1.928, 2.923, 4.206, 4.499, 4.375, 3.718, 3.772, 5.424, 3.0, 2.391, 3.43, 2.436, 3.224, 2.0, 131.039, 15.914, 360.578, 0.0
2.296, 4.409, 3.723, 2.713, 4.359, 3.506, 4.732, 1.839, 1.647, 379.106, 1.172, 3.579, 1.027, 1.592, 2.854, 3.161, 2.951, 3.7, 3.784, 1.1, 2.693, 3.0, 1.265, 3.13, 2.188, 3.323, 2.0, 5719.619, 54.453, 34792.094, 0.536
3.757, 1.386, 3.034, 3.601, 7.359, 2.869, 2.043, 1.934, 1.078, 14.743, 2.589, 3.708, 1.49, 2.351, 2.607, 4.776, 4.861, 4.391, 2.598, 1.602, 2.382, 3.0, 5.225, 3.075, 5.0, 3.915, 2.0, 83.322, 13.956, 320.1, 0.0
2.497, 5.389, 3.933, 4.882, 8.273, 3.969, 3.57, 5.207, 2.041, 329.25, 3.111, 3.338, 4.564, 1.973, 2.887, 2.938, 4.477, 4.875, 2.574, 2.618, 3.767, 3.0, 3.081, 3.591, 1.336, 3.904, 2.0, 763.242, 27.974, 4937.791, 0.0
3.091, 2.071, 3.778, 2.631, 4.644, 1.197, 1.019, 3.101, 1.026, 340.816, 3.052, 4.027, 4.454, 1.832, 2.246, 4.71, 3.481, 4.64, 2.811, 1.581, 3.969, 3.0, 3.939, 3.704, 4.573, 3.214, 2.0, 1349.262, 33.678, 8694.832, 1.072
3.286, 3.583, 4.511, 3.723, 7.246, 2.889, 3.346, 5.982, 1.174, 208.808, 2.738, 4.727, 3.814, 2.265, 2.378, 2.868, 2.185, 3.799, 2.553, 1.779, 5.931, 3.0, 3.436, 3.281, 3.822, 3.542, 2.0, 804.031, 28.948, 4937.363, 1.072
2.974, 3.625, 4.66, 3.883, 7.251, 2.76, 2.237, 4.561, 3.82, 79.398, 2.952, 4.845, 2.891, 2.37, 2.526, 1.211, 2.071, 2.911, 3.456, 3.425, 2.808, 3.0, 3.554, 3.861, 1.973, 3.033, 2.0, 210.36, 18.671, 1853.154, 0.0
3.618, 5.963, 4.148, 3.214, 4.702, 3.546, 1.518, 1.876, 4.25, 208.228, 2.463, 3.032, 1.513, 3.478, 2.031, 1.831, 2.176, 4.884, 2.491, 4.01, 3.02, 3.0, 1.768, 3.468, 4.407, 3.916, 2.0, 937.647, 29.113, 12257.175, 0.536
2.36, 4.429, 4.635, 3.265, 6.522, 3.527, 3.616, 4.771, 4.031, 196.405, 2.36, 3.765, 3.529, 3.938, 2.662, 2.788, 2.459, 3.889, 1.823, 1.127, 5.684, 3.0, 2.617, 3.628, 3.497, 3.893, 2.0, 857.16, 28.754, 7257.684, 1.609
3.546, 4.52, 4.594, 3.349, 8.809, 3.397, 2.288, 4.237, 3.131, 110.309, 2.516, 4.008, 4.021, 2.851, 2.731, 1.821, 3.433, 2.032, 2.773, 2.6, 4.834, 3.0, 4.51, 3.656, 2.496, 3.745, 2.0, 317.014, 21.352, 2324.345, 1.072
2.282, 2.27, 4.633, 2.418, 7.6, 3.691, 4.246, 3.108, 4.473, 166.139, 3.219, 4.578, 3.342, 2.326, 2.476, 2.15, 2.057, 4.234, 3.448, 4.656, 3.052, 3.0, 4.184, 3.237, 2.963, 3.822, 2.0, 570.325, 24.851, 3941.88, 0.0
2.714, 3.285, 4.645, 4.539, 6.34, 1.997, 4.026, 5.394, 1.596, 62.236, 1.326, 3.95, 3.535, 1.966, 2.843, 2.248, 3.805, 3.678, 3.792, 2.649, 4.117, 3.0, 3.138, 3.787, 4.03, 3.463, 2.0, 301.107, 20.962, 586.121, 0.804
2.375, 4.731, 3.324, 2.208, 3.456, 2.038, 3.165, 3.54, 4.166, 157.59, 3.606, 4.497, 4.335, 2.274, 2.398, 5.779, 1.258, 4.103, 2.455, 4.023, 4.645, 3.0, 4.785, 3.765, 1.564, 3.192, 2.0, 530.132, 25.474, 3642.651, 1.072
4.411, 4.979, 4.497, 3.799, 9.857, 3.489, 3.227, 1.834, 3.742, 300.362, 3.709, 3.413, 2.421, 3.994, 2.678, 4.794, 1.108, 4.866, 3.151, 1.471, 4.009, 3.0, 4.731, 3.839, 3.228, 3.237, 2.0, 633.689, 26.68, 12139.464, 0.0
4.618, 3.023, 4.363, 2.59, 6.892, 1.568, 2.463, 5.047, 4.272, 98.653, 1.471, 3.764, 1.131, 1.107, 2.055, 5.167, 3.751, 2.082, 2.306, 4.791, 3.579, 3.0, 5.828, 3.058, 2.617, 3.72, 2.0, 359.787, 21.508, 1270.026, 1.34
3.822, 3.742, 3.241, 4.929, 9.641, 3.182, 3.836, 1.575, 1.636, 381.71, 2.785, 3.186, 3.312, 2.122, 2.679, 3.387, 3.838, 2.931, 1.994, 4.226, 3.558, 3.0, 2.896, 3.526, 2.963, 3.714, 2.0, 1305.68, 32.208, 9734.27, 1.072
4.347, 2.698, 4.337, 4.619, 5.306, 3.989, 1.381, 3.776, 2.601, 121.693, 2.99, 4.477, 4.105, 2.622, 2.952, 5.451, 3.144, 4.524, 2.98, 3.395, 3.655, 3.0, 5.691, 3.817, 3.639, 3.287, 2.0, 217.929, 18.802, 1603.703, 1.072
4.451, 1.96, 3.391, 4.801, 7.851, 2.676, 2.65, 5.185, 3.286, 128.566, 1.426, 4.424, 1.974, 1.245, 2.801, 5.889, 3.653, 3.412, 1.233, 2.513, 2.687, 3.0, 3.727, 3.28, 3.924, 3.803, 2.0, 527.191, 24.652, 2819.032, 1.609
4.915, 5.414, 3.119, 4.167, 3.183, 1.861, 2.25, 2.464, 4.095, 29.645, 2.164, 3.756, 4.36, 3.651, 2.625, 3.661, 3.473, 3.145, 2.426, 3.49, 3.379, 3.0, 1.527, 3.073, 4.433, 3.236, 2.0, 86.093, 13.845, 397.484, 0.0
3.101, 1.551, 3.904, 3.331, 9.549, 1.083, 1.338, 5.515, 1.319, 32.056, 3.453, 3.009, 2.262, 1.14, 2.301, 1.185, 2.603, 4.427, 2.397, 3.649, 5.725, 3.0, 3.026, 3.312, 1.833, 3.726, 2.0, 151.297, 17.014, 2486.6, 0.0
4.799, 2.147, 3.945, 4.8, 9.735, 2.851, 3.966, 4.083, 2.717, 386.97, 3.592, 3.173, 3.981, 1.444, 2.425, 2.844, 4.516, 4.395, 3.245, 3.381, 3.708, 3.0, 4.055, 3.743, 2.062, 3.355, 2.0, 822.29, 28.698, 7627.635, 0.0
3.734, 2.111, 4.149, 2.143, 6.426, 2.418, 1.993, 4.55, 3.413, 355.714, 1.104, 4.944, 1.172, 1.381, 2.424, 1.503, 3.302, 4.76, 1.512, 3.276, 3.059, 3.0, 2.806, 3.744, 3.617, 3.839, 2.0, 2388.05, 38.646, 28933.689, 2.145
4.987, 2.113, 4.687, 3.642, 6.25, 2.411, 4.991, 4.264, 2.973, 346.78, 3.756, 3.539, 2.981, 2.089, 2.607, 2.886, 4.435, 3.341, 3.628, 1.658, 4.928, 3.0, 4.052, 3.085, 4.66, 3.14, 2.0, 1303.458, 31.919, 3633.154, 0.0
2.696, 2.806, 3.452, 4.217, 7.39, 3.23, 3.66, 2.813, 2.998, 168.031, 2.996, 3.553, 3.832, 2.232, 2.116, 3.565, 3.796, 3.659, 3.627, 1.383, 2.141, 3.0, 1.125, 3.596, 1.42, 3.791, 2.0, 1039.404, 31.061, 7863.779, 0.536
4.146, 2.922, 4.81, 2.152, 7.479, 2.184, 2.66, 1.486, 2.972, 234.837, 2.213, 3.327, 3.963, 3.305, 2.641, 2.615, 2.682, 4.662, 1.327, 1.51, 3.679, 3.0, 3.079, 3.968, 1.479, 3.481, 2.0, 1283.612, 33.939, 26235.917, 2.145
4.496, 3.984, 3.322, 4.317, 7.688, 2.553, 4.627, 3.073, 3.492, 305.8, 1.669, 3.603, 1.36, 3.573, 2.642, 3.468, 1.843, 3.423, 1.564, 2.388, 2.207, 3.0, 5.087, 3.86, 3.727, 3.186, 2.0, 1273.261, 33.18, 6351.116, 1.34
2.77, 5.344, 3.12, 2.772, 7.164, 2.855, 2.084, 5.328, 2.432, 356.392, 3.966, 4.247, 2.642, 1.741, 2.014, 4.28, 4.998, 3.588, 1.193, 4.469, 4.111, 3.0, 3.792, 3.95, 4.55, 3.624, 2.0, 857.87, 27.452, 3155.133, 1.609
4.435, 5.346, 3.19, 3.327, 7.97, 1.661, 1.853, 1.668, 3.26, 70.379, 2.025, 4.795, 3.071, 1.98, 2.821, 3.428, 2.397, 2.866, 2.414, 1.089, 2.208, 3.0, 3.269, 3.973, 2.605, 3.167, 2.0, 211.559, 18.954, 4621.12, 1.072
4.004, 4.375, 4.201, 2.32, 9.383, 3.183, 3.75, 4.927, 1.992, 305.743, 3.977, 4.749, 3.488, 2.934, 2.854, 2.481, 1.894, 2.182, 3.594, 1.484, 4.112, 3.0, 3.953, 3.462, 2.666, 3.807, 2.0, 1256.089, 33.906, 6797.488, 0.0
3.032, 5.579, 4.9, 4.858, 4.892, 2.059, 2.175, 4.396, 2.14, 215.531, 2.99, 3.717, 3.68, 3.657, 2.507, 4.894, 1.995, 3.095, 1.128, 4.317, 3.912, 3.0, 5.833, 3.152, 4.593, 3.48, 2.0, 223.777, 18.867, 728.852, 1.609
4.63, 4.986, 4.632, 4.167, 8.147, 2.909, 1.641, 1.971, 4.423, 384.372, 3.947, 4.044, 1.121, 3.861, 2.037, 2.152, 1.761, 2.681, 1.615, 3.475, 3.834, 3.0, 1.364, 3.435, 4.671, 3.29, 2.0, 829.986, 28.004, 16656.401, 2.145
2.438, 5.208, 3.773, 2.401, 5.921, 1.229, 2.549, 4.967, 4.508, 166.829, 2.664, 4.173, 1.671, 3.134, 2.363, 2.513, 1.603, 3.873, 1.629, 2.607, 3.077, 3.0, 1.388, 3.863, 3.106, 3.056, 2.0, 608.718, 26.025, 7061.006, 2.145
3.471, 1.925, 3.359, 4.125, 9.518, 1.088, 4.139, 3.018, 1.699, 118.69, 1.439, 3.504, 2.467, 1.762, 2.017, 5.247, 3.175, 3.597, 2.425, 4.768, 3.687, 3.0, 3.371, 3.011, 1.11, 3.995, 2.0, 739.717, 27.917, 3679.951, 0.268
4.531, 3.37, 3.425, 2.385, 8.948, 2.329, 4.976, 5.507, 1.453, 31.222, 3.283, 3.176, 1.845, 1.995, 2.002, 5.403, 2.362, 2.554, 3.177, 4.993, 2.983, 3.0, 5.945, 3.619, 2.904, 3.891, 2.0, 248.26, 19.894, 261.077, 0.0
4.129, 2.141, 4.91, 2.608, 8.543, 3.249, 1.776, 5.04, 1.25, 302.698, 1.074, 3.823, 2.775, 1.368, 2.691, 5.897, 4.343, 4.007, 1.93, 4.26, 2.306, 3.0, 3.778, 3.166, 2.287, 3.38, 2.0, 857.34, 28.936, 5996.386, 1.877
2.515, 5.999, 3.206, 4.289, 3.896, 1.426, 4.34, 5.094, 2.709, 54.34, 3.986, 3.728, 1.034, 2.623, 2.465, 4.345, 4.391, 2.32, 2.854, 4.568, 2.911, 3.0, 3.271, 3.042, 2.352, 3.236, 2.0, 191.912, 17.848, 208.4, 0.0
4.123, 2.781, 3.727, 2.732, 6.695, 1.1, 3.889, 3.203, 1.546, 64.321, 2.404, 4.496, 3.238, 3.391, 2.027, 4.669, 2.065, 4.57, 1.913, 3.215, 5.831, 3.0, 4.452, 3.531, 2.016, 3.045, 2.0, 350.271, 22.892, 2530.521, 2.145
3.861, 1.64, 3.02, 4.777, 5.397, 1.131, 1.721, 1.946, 1.185, 173.637, 1.391, 3.036, 4.215, 3.345, 2.84, 5.051, 1.298, 3.874, 3.911, 3.55, 4.542, 3.0, 5.929, 3.922, 2.188, 3.146, 2.0, 280.962, 21.206, 3951.171, 0.268
3.923, 4.902, 4.266, 2.257, 4.875, 2.07, 4.055, 4.898, 2.017, 275.033, 1.043, 3.508, 4.638, 2.328, 2.822, 2.802, 4.106, 4.839, 1.247, 3.16, 3.414, 3.0, 1.015, 3.971, 1.378, 3.352, 2.0, 1177.616, 32.463, 7919.123, 2.949
3.011, 5.225, 4.259, 2.247, 6.481, 3.028, 4.41, 5.7, 2.431, 228.894, 2.702, 4.745, 1.639, 3.588, 2.135, 3.111, 3.173, 4.29, 3.135, 1.098, 2.931, 3.0, 4.021, 3.565, 2.841, 3.744, 2.0, 1178.309, 32.712, 4193.636, 0.0
4.732, 1.083, 4.852, 2.374, 9.869, 3.294, 3.187, 2.273, 3.486, 389.014, 3.244, 3.024, 2.826, 1.06, 2.692, 1.204, 4.586, 2.68, 1.346, 2.11, 4.1, 3.0, 3.87, 3.622, 3.149, 3.299, 2.0, 1021.879, 29.924, 30676.823, 1.609
3.104, 4.567, 3.758, 4.484, 9.513, 1.854, 1.012, 5.593, 2.344, 121.903, 3.327, 3.757, 4.585, 3.03, 2.875, 3.498, 3.482, 2.758, 1.731, 1.429, 5.569, 3.0, 2.518, 3.094, 3.127, 3.264, 2.0, 279.586, 20.747, 1776.779, 1.072
3.422, 5.143, 4.711, 4.905, 4.611, 2.612, 1.229, 2.065, 3.185, 151.957, 3.592, 3.539, 2.935, 3.236, 2.614, 5.717, 2.422, 2.5, 2.98, 3.678, 2.155, 3.0, 4.929, 3.107, 2.195, 3.035, 2.0, 230.237, 19.05, 1500.254, 0.536
3.944, 5.519, 3.539, 2.275, 3.471, 2.274, 3.911, 2.926, 3.376, 307.166, 3.508, 3.684, 2.03, 2.284, 2.794, 5.701, 1.69, 2.68, 3.327, 3.499, 3.856, 3.0, 2.029, 3.559, 3.615, 3.144, 2.0, 1875.422, 36.233, 8932.702, 0.0
2.142, 5.326, 3.593, 4.944, 3.548, 1.583, 2.766, 2.924, 2.972, 209.974, 3.064, 3.788, 2.805, 1.842, 2.727, 2.254, 2.29, 3.539, 3.144, 4.789, 4.864, 3.0, 4.837, 3.845, 1.568, 3.456, 2.0, 408.435, 22.653, 3797.814, 0.0
3.415, 3.975, 3.374, 4.877, 6.574, 3.75, 2.462, 5.175, 2.737, 60.139, 1.203, 3.233, 4.272, 1.548, 2.023, 1.756, 2.21, 2.015, 2.2, 4.218, 2.064, 3.0, 2.628, 3.583, 2.795, 3.404, 2.0, 196.887, 18.445, 1125.142, 0.268
4.947, 5.618, 4.287, 4.341, 5.587, 2.793, 3.751, 5.045, 3.688, 348.648, 2.214, 4.281, 1.251, 2.983, 2.587, 4.119, 2.75, 3.036, 1.639, 1.928, 2.024, 3.0, 2.953, 3.894, 2.851, 3.256, 2.0, 1347.966, 33.879, 6831.38, 2.145
2.958, 3.461, 4.172, 2.505, 9.784, 2.998, 2.766, 1.96, 4.277, 13.721, 2.763, 4.864, 2.961, 3.743, 2.582, 5.412, 2.715, 3.344, 1.823, 3.94, 4.092, 3.0, 4.175, 3.195, 3.416, 3.569, 2.0, 60.847, 12.637, 310.884, 2.145
2.891, 4.712, 4.064, 3.751, 7.242, 2.273, 1.372, 1.783, 1.904, 255.818, 3.285, 3.166, 3.545, 3.156, 2.333, 2.786, 1.839, 2.094, 2.233, 2.683, 5.661, 3.0, 2.842, 3.492, 4.288, 3.884, 2.0, 731.845, 27.973, 11296.726, 0.536
2.839, 4.186, 4.924, 3.741, 7.688, 2.378, 2.364, 5.276, 3.275, 61.097, 2.408, 4.2, 4.552, 1.21, 2.168, 5.186, 2.897, 3.25, 3.15, 2.874, 4.072, 3.0, 3.038, 3.633, 2.141, 3.857, 2.0, 215.241, 19.305, 1039.425, 0.0
4.775, 3.779, 4.73, 3.879, 8.551, 2.894, 1.284, 5.33, 1.462, 166.478, 1.144, 3.407, 2.58, 3.337, 2.641, 2.37, 3.293, 4.692, 3.973, 3.269, 5.505, 3.0, 2.677, 3.303, 2.613, 3.853, 2.0, 821.638, 28.377, 7777.025, 0.268
4.361, 2.123, 4.473, 4.42, 9.41, 1.224, 1.405, 1.927, 1.655, 13.15, 2.259, 4.829, 1.13, 2.195, 2.493, 4.731, 3.363, 2.665, 2.293, 4.19, 5.607, 3.0, 5.422, 3.923, 2.825, 3.116, 2.0, 45.409, 11.812, 350.38, 2.145
4.439, 4.045, 4.991, 4.542, 8.237, 3.834, 1.698, 5.667, 2.62, 106.269, 3.26, 3.766, 1.434, 3.655, 2.436, 1.092, 1.053, 3.346, 3.393, 2.021, 4.031, 3.0, 1.596, 3.013, 3.521, 3.141, 2.0, 322.627, 21.842, 4679.668, 0.0
3.09, 3.035, 3.877, 3.984, 3.154, 1.388, 4.056, 5.613, 2.172, 82.518, 2.698, 3.206, 1.273, 3.45, 2.763, 2.774, 2.787, 2.253, 3.017, 3.932, 2.715, 3.0, 3.438, 3.744, 2.651, 3.098, 2.0, 255.213, 20.213, 772.631, 0.0
4.58, 4.156, 4.614, 2.492, 9.793, 3.241, 4.851, 4.919, 1.747, 133.176, 2.674, 4.61, 3.491, 2.983, 2.453, 3.773, 1.284, 3.124, 2.087, 1.148, 5.312, 3.0, 4.259, 3.598, 4.795, 3.259, 2.0, 612.93, 26.841, 2629.516, 1.072
4.756, 3.745, 4.202, 4.823, 8.393, 3.025, 3.011, 5.687, 1.151, 307.032, 1.317, 4.563, 3.449, 3.686, 2.445, 2.075, 1.028, 4.134, 3.35, 1.569, 4.977, 3.0, 4.344, 3.344, 1.996, 3.767, 2.0, 998.498, 32.318, 11204.546, 0.0
3.671, 1.1, 3.891, 4.728, 9.073, 1.832, 2.34, 3.806, 4.997, 102.886, 3.957, 4.054, 3.677, 2.552, 2.644, 3.497, 4.866, 2.162, 3.677, 1.395, 3.045, 3.0, 2.174, 3.141, 4.084, 3.57, 2.0, 191.493, 17.839, 1141.01, 0.536
2.734, 3.625, 4.787, 4.285, 8.692, 2.242, 2.16, 2.204, 4.484, 361.484, 1.254, 4.792, 3.204, 3.344, 2.706, 2.274, 2.62, 4.717, 1.767, 2.744, 5.288, 3.0, 3.938, 3.363, 2.903, 3.006, 2.0, 490.391, 23.778, 14787.288, 2.145
4.619, 4.742, 3.468, 3.547, 6.553, 1.901, 1.093, 5.488, 3.162, 26.683, 3.452, 3.903, 2.931, 2.13, 2.846, 2.07, 2.175, 4.198, 3.598, 4.599, 3.483, 3.0, 4.505, 3.25, 3.772, 3.898, 2.0, 88.703, 14.17, 373.652, 0.0
2.449, 5.695, 4.766, 3.24, 4.944, 2.883, 2.054, 5.844, 3.314, 308.733, 3.267, 3.416, 2.854, 3.968, 2.13, 4.64, 4.68, 3.363, 2.792, 2.893, 3.947, 3.0, 4.954, 3.387, 3.255, 3.813, 2.0, 404.6, 22.368, 1698.993, 0.536
